Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,124.7824,139.9958,149.7025,150.7382,158.1356,164.2505,177.6111,185.7116,190.8987,195.5007,196.8238,223.6753,276.4939,353.7526,370.4183,472.0821,453.0692,448.5011,502.958,670.3599,932.5085,1065.742,1130.258,1074.505,1095.838,1047.668,870.3,1049.848,981.8937,1030.363,1173.264,1110.972,1163.535,1034.753,662.8773,771.6139,902.0457,807.8919,663.7287,780.5897,1029.961,859.44,910.8697,1023.088,1314.411,1810.589,2116.869,2219.912,2848.653,2283.95,2962.762,3415.062,3753.861,3719.651,3622.53,2347.819,1970.25,2088.5,2512.384,2288.808,1838.448,2290.383,2447.989
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,256.9628,280.5791,296.8938,280.9935,336.7221,315.2123,288.5759,301.1364,299.9226,316.305,344.3326,365.346,395.9876,460.6007,540.2262,559.6814,641.5507,796.5562,930.4062,1092.305,1275.997,1358.485,1421.922,1381.12,1333.371,1189.869,1166.301,1188.552,1254.532,1238.603,1467.547,1491.857,1720.569,1920.399,2314.901,2571.468,2652.104,2860.041,2595.543,2236.073,2546.85,2465.007,2421.162,2305.171,2811.459,3448.538,3782.604,4762.083,5534.689,5245.952,6392.758,7392.944,8096.802,8263.642,8167.473,6228.652,5936.261,6449.971,6782.038,6436.509,5304.289,6182.707,6630.283
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,646.3605,580.941,530.2044,538.0569,505.1009,523.6952,723.1828,850.4331,873.6247,813.846,996.5281,958.9211,1009.71,977.4744,674.1373,823.6766,801.2612,721.6273,717.3181,726.4889,654.1804,691.042,761.9479,959.229,1090.427,1103.195,1155.086,1289.795,1454.651,1409.107,1384.063,1526.833,1483.952,1595.99,1608.688,1322.937,1357.266,1414.587,1531.338,1510.797,1519.587,1577.471,1484.892
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,448.3971,433.624,430.9607,418.3937,393.531,405.2331,553.7822,674.6227,748.2544,746.7502,841.805,858.087,935.1061,1251.866,1012.263,1184.177,1192.33,1139.218,1185.584,1317.574,1176.707,1208.458,1311.215,1693.979,1900.888,1972.785,2220.098,3268.306,3839.864,3592.316,3500.977,3880.069,3583.462,3757.66,3739.278,3169.079,3312.697,3534.344,3860.455,3928.309,3223.736,3557.838,3902.589
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,376.9688,351.2011,331.1462,341.5762,349.9013,369.9806,391.2113,409.9831,440.6007,472.6718,530.7063,565.2875,633.1997,762.0825,809.6961,928.5051,1113.036,1380.475,1541.07,1717.785,2001.177,1057.416,1021.893,1199.899,1357.643,1414.128,1551.692,1549.942,1537.461,1705.432,1808.496,2221.475,2578.025,2814.045,3005.54,3240.711,3194.113,3373.411,3580.934,3653.754,3773.034,3941.599,4021.425,4123.506,4376.08,4643.459,5188.362,6055.087,6841.911,6737.861,8147.244,9137.455,9971.652,10633.27,10737.68,11529.96,11899.81,12118.13,12383.15,12669.34,12179.26,12537.26,13198.82
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,446.7243,475.1968,493.2915,515.4302,546.4527,578.954,618.5088,654.1271,640.5621,687.9293,746.0282,799.6754,911.4536,985.6326,1266.195,1463.422,1490.407,1712.864,1736.625,1974.78,2434.179,2656.804,2915.116,2921.934,2762.383,2707.099,2450,2613.339,2752.33,2802.623,2995.967,2956.092,2885.096,3097.287,3226.764,3524.14,3809.577,4418.658,4681.018,4925.011,5246.596,5368.47,5594.321,5938.534,6453.146,7248.426,8192.985,9053.248,10222.73,8592.549,9271.138,9947.616,10416.84,10542.08,10711.78,10447.68,9769.47,10061.09,10339.1,10409.72,8864.604,10114.15,12382.38
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,641.8533,766.107,887.2172,1074.187,1211.71,1369.245,1436.286,1468.709,1833.991,2003.583,2030.041,2046.01,2114.621,2223.921,2388.286,2258.389,2366.921,2441.576,2633.847,2567.017,2695.615,2269.646,2048.069,2063.222,2613.005,2784.903,2281.976,2306.384,2332.508,2562.274,2752.204,2844.244,3007.193,3205.688,3403.296,3791.873,4336.873,4814.855,4992.824,5094.438,5275.533,6106.007,6467.338,6814.244,7117.527,7683.758,8055.89,8543.361,8831.907,9139.416,9499.59,,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19446.46,19886.68,19762.74,19552.66,19260.27,18881.83,18788.81,18956.1,19024.18,16109.86,17717.6,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87184.51,89960.68,89704.22,81398.32,76873.2,75435.62,75466.14,75685.36,76610.65,77295.85,78858.28,81255.11,85231.78,89846.32,83897.51,88475.6,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,976.3342,1157.412,1476.271,1929.404,2559.26,4232.023,4033.24,4122.785,4091.049,4258.744,4488.287,5642.631,6690.578,7645.63,8038.914,9641.575,9696.1,11310.07,10526.14,11617.69,15261.41,15139.23,14234.24,15092.83,15287.92,14388.35,14821.45,16093.21,20252.24,23792.62,24959.26,26729.32,31244.93,35397.36,32109.24,31105.03,32485.8,28991.93,27797.45,27244.34,23487.22,24715.14,26697.01,29419.89,29417.92,28035.98,31552.04,31283.51
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3941.503,2896.609,3372.865,3956.201,4630.538,5823.975,6532.905,6034.523,6489.71,6337.41,6028.583,6637.107,8060.889,9818.568,11749.88,13430.66,15261.81,18466.58,22804.62,19861.7,19960.07,21871.27,19870.8,20133.17,19890.92,17829.7,18575.23,20636.2,23424.48,23664.85,22992.88,26822.51,27638.37
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,2761.167,3192.134,3809.981,5046.755,5639.078,6236.359,6634.857,7682.954,9482.043,11281.02,12138.31,10209.07,9913.738,9864.345,9313.169,9429.569,13461.83,16677.51,17931.28,17764.38,22303.96,23357.76,26438.23,25522.63,27076.61,31658.35,30485.87,26964.05,27289.06,26734.94,23694.76,23628.33,25197.27,30310.36,34106.66,34520.24,36353.88,41640.08,45612.71,41650.37,41572.46,46705.9,43855.85,46298.92,48023.87,41103.26,42136.12,44652.59,47939.28,46793.69,46772.83,51203.55,48432.46
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,850.9655,,825.5469,820.5768,785.2945,783.6959,735.7304,767.1062,762.4752,788.6245,790.5161,766.3157,752.7494,740.039,745.2068,742.8657,747.7791,749.0816,771.3742,813.8979,852.8902,907.8179,980.031,1131.636,1164.252,1227.821,1322.726,1418.461,2102.198,2239.115,2409.312,2545.739,2655.733,2755.838,2876.044,2917.996,3050.306,3136.113
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,635.8702,788.2422,756.0708,997.6247,1125.807,1232.721,1365.249,1517.419,1668.975,1897.942,2144.797,2430.589,2645.763,2899.061,3178.475,3386.666,3549.653,3820.545,3967.027,4225.851,4385.995,4676.827,4829.242,4879.15,4991.764,4881.139,5016.088,5354.799,5304.126,5677.051,6126.849,6661.465,7109.978,7182.4,7288.498,7054.876,7240.679,7498.918,7724.042,8223.041,7408.091,7833.195,8561.587,7003.47,7668.158,8414.537
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,2487.136,2700.746,2776.135,3151.133,3464.455,3845.486,4654.305,6119.37,6770.75,7999.113,8787.553,9783.866,11825.97,13752.11,13883.78,12081.86,11804.37,11857.9,11562.93,12253.11,17201.11,21340.68,22526.96,21901.13,26891.63,27011.55,29569.5,27597.81,29995.81,35351.58,35650.89,32836.14,33368.01,33440.6,30743.38,30751.59,33228.63,40458.94,46511.93,48799.74,52027.19,58487.05,64321.67,58163.64,58041.4,61753.65,58507.51,61191.19,62548.98,53254.86,54664,57610.1,61591.93,59592.98,60915.42,68007.76,66983.13
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,203.8798,191.9074,234.0419,258.7602,273.3247,229.5596,246.7715,251.8426,255.0535,282.6816,331.8907,362.2951,420.6315,483.346,587.6573,704.8337,754.7775,854.9929,861.5138,977.4143,1174.693,1284.79,1374.469,1499.964,1845.56,786.0296,934.0592,870.655,786.3824,957.9601,992.239,1349.813,1562.522,1726.625,1896.02,2114.091,2276.698,2456.106,2616.745,2631.744,2845.847,2953.248,3085.518,2399.498,2468.437,3903.815,4080.046,4676.079,5053.33,5002.153,5509.568,5859.382,6049.472,6171.295,6533.671,6838.937,7191.07,7513.498,7947.159,8173.345,7167.915,8476.75,10120.55
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,239.033,209.9172,169.927,225.8234,238.8778,253.3091,241.0026,261.3662,292.029,315.5621,352.5338,359.8218,468.6193,588.9072,871.7315,989.3931,1074.405,1223.992,1495.209,1829.897,2259.724,2291.756,2260.348,2359.593,2510.037,2617.725,2783.431,2829.879,2437.378,2235.268,2431.551,1749.286,1794.624,1825.875,1522.825,1466.545,1619.532,1634.467,1610.303,1602.865,1780.376,1754.582,1794.811,2117.048,2624.795,3131.328,3500.135,3971.803,4946.564,3898.479,4495.921,5473.282,5610.733,5519.778,5516.229,4197.42,3967.201,4134.936,4171.795,4021.984,3354.157,3700.311,4273.922
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,90.71921,79.90723,72.01568,76.06581,85.6846,97.34746,103.6021,97.99682,96.68455,105.6338,114.1883,119.5177,132.2451,162.5641,180.002,198.486,198.2536,225.18,214.8959,245.0096,278.4613,292.6523,302.0814,311.1906,331.9121,357.5217,350.7449,340.7122,371.3631,394.9946,416.6778,445.0819,491.7769,532.4918,632.2659,770.0954,873.5406,893.38,804.2771,875.6525,954.4403,1007.042,1104.503,1238.477,1425.371,1637.76,1956.52,2454.111,3080.444,3316.541,4006.201,4860.739,5375.843,5882.142,6291.283,6501.713,6591.136,7149.121,7944.471,8169.009,8262.898,9812.146,9952.188
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,153.4776,159.2525,159.6437,165.0338,184.5484,194.8913,187.8215,192.5077,203.0063,220.9544,228.3834,241.2769,257.6025,321.6281,438.3456,459.9377,490.4587,534.9418,601.1214,687.9424,835.2095,909.2567,843.3834,828.6143,824.3543,803.6011,792.9987,786.6382,799.1689,795.4713,911.3264,942.6865,1013.399,1090.323,1123.651,1129.356,1206.546,1264.203,1222.506,1268.951,1354.98,1318.623,1259.776,1378.404,1577.937,1809.848,2036.405,2370.896,2632.819,2502.956,2988.45,3250.777,3348.113,3347.114,3414.438,3204.509,3264.725,3485.11,3480.281,3506.634,3232.247,3714.714,4069.176
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,148.213,148.4607,149.4794,162.8251,182.4913,198.4487,216.1727,228.6878,246.0305,276.1784,317.3466,343.0224,415.7482,535.775,604.5851,649.8996,702.7222,824.497,1024.325,1095.518,1166.772,1266.981,1221.93,1279.56,1350.02,1403.427,1805.218,2085.804,2469.399,2532.561,2605.907,2899.939,3126.502,3451.762,3861.094,4331.651,4124.723,3898.127,3449.921,3814.892,4089.043,3769.11,3796.539,4141.299,4609.603,4881.333,5134.81,5695.515,6519,6661.462,7721.625,8890.748,9435.973,9468.444,9694.448,9586.892,9855.06,10452.74,11311.77,11480.7,11482.88,13119.41,12906.69
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2419.406,2320.557,2467.896,2384.12,2181.717,2136.329,1829.832,1955.892,1973.001,2056.343,1903.69,1597.094,1788.406,1766.924,2024.52,2552.669,3380.645,4272.295,5231.248,6713.474,8288.166,6465.414,7789.147,9625.736,10208.42,10750.56,9890.317,7459.082,7044.685,7865.227,7995.719,8128.395,7462.098,8919.909,10376.78
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,1038.078,1107.355,1147.867,1258.622,1382.45,1547.009,1838.415,2316.778,2598.317,3013.579,3110.611,3501.108,4244.094,5157.074,5801.488,5129.724,4913.88,4739.582,4528.215,4657.692,6317.871,7757.471,8580.227,8644.077,10522.19,10799.07,11533.71,10557.84,11010.62,12692.6,12929.49,12240.13,12540.68,12389.66,11667.34,11768.86,12865.05,15600.86,18128.95,19225.89,20749.89,24158.91,26480.67,23197.64,23640.98,26151.01,25093.69,26090.3,26321.09,22560.05,22380.62,23644.78,25244.03,24870.58,23995.15,27239.94,27363.87
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,448.1149,369.1146,310.445,362.3805,432.9586,447.2346,442.0333,451.2893,443.2424,518.9507,463.7726,433.671,487.629,579.0921,954.8751,1088.082,1244.728,1468.874,1545.824,1789.231,2197.868,2611.254,2324.83,1950.06,1874.383,1853.093,1613.697,1433.333,1309.144,1360.487,1458.327,1589.752,1657.859,1701.159,2001.178,2113.264,2142.329,2349.219,2293.656,1582.759,1451.531,1904.814,2184.209,2438.344,2703.566,3014.31,3340.841,3579.032,4260.433,4240.703,4640.246,5202.656,5678.456,6050.355,6374.631,6130.587,6079.089,6246.404,6321.349,6233.258,5645.199,5965.133,6391.282
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,160.5747,166.9561,172.9639,178.6571,191.9186,231.2174,242.1333,255.9714,272.0454,243.3133,299.9872,335.8463,354.8976,356.2507,422.696,495.3285,493.0132,600.0431,653.9354,697.8979,780.5105,802.218,765.6057,644.2196,712.9149,751.1875,637.8976,697.726,758.8296,826.719,937.5432,1031.488,1170.805,1239.354,1297.575,1398.86,1327.097,1144.532,1056.937,1016.254,1133.105,1332.339,1586.473,1941.9,2212.218,2509.772,2645.623,3059.135,3088.891,3196.861,3370.382,3331.612,2439.967,2531.2,3017.258,3571.557,3886.722,4295.407
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,923.0447,1005.25,1107.113,1231.553,1357.93,1471.18,1591.749,1716.871,1830.388,2029.044,2238.055,2522.332,3026.311,3903.885,4402.599,5079.415,5277.952,5979.396,7291.475,8795.164,9806.299,8488.391,8194.848,7978.518,7640.732,7835.273,10969.79,13531.63,14833.47,15088.27,18903.28,19551.28,21471.19,19566.84,20594.64,23693.83,23912.09,21809.21,22380.01,22219.27,20215.55,20450.58,22213,27193,31004.98,31947.67,33794.82,38715.44,42353.19,38578.92,37605.04,40656.44,37594.92,39119.97,39913.12,34388.81,35164.06,37157.11,40045.57,39183.1,38161.67,42472.33,40755.05
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.3413,236.1301,260.3125,267.9447,306.3223,299.5731,320.9653,292.351,295.1969,305.6028,286.2977,327.976,401.3745,387.8985,420.5287,450.4097,459.1784,602.0632,504.9725,643.79,,,,,,,,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,396.3923,450.0533,520.2061,609.4874,675.2416,774.7616,889.6599,968.3068,950.5457,1077.679,1212.289,1362.166,1708.809,2247.553,2749.925,3209.837,3279.313,3627.591,4356.439,5770.215,6208.578,5371.166,5159.709,4478.5,4489.989,4699.656,6513.503,8239.614,9703.124,10681.97,13804.88,14811.9,16112.19,13339.91,13415.29,15471.96,16109.08,14730.8,15394.35,15720.64,14749.69,15369,17106.69,21510.84,24907,26429.15,28389.08,32591.35,35510.72,32169.5,30532.48,31677.9,28322.95,29077.18,29513.65,25754.36,26537.16,28185.32,30379.72,29581.52,26959.68,30103.51,29350.17
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134.39,3380.926,3682.952,4093.392,4140.937,4070.609,4505.858,5341.629,7203.523,8914.104,10412.64,12639.4,16744.58,18204.97,14711.74,14663.04,17487.8,17403.21,19056,20261.07,17402.04,18295.34,20437.77,23165.85,23424.48,23595.24,27943.7,28332.63
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,204.4986,207.1211,224.0839,206.5231,235.3385,237.5715,245.6676,245.0811,248.4327,254.2953,269.6148,201.7435,164.1651,124.5581,133.3411,144.0316,140.2702,123.8302,118.3331,122.9617,119.2619,110.4609,117.8602,134.5425,160.0768,191.7513,240.348,320.8611,373.894,335.4385,348.0013,458.5509,490.7925,557.5341,630.3126,705.6175,755.7526,758.2977,840.4496,918.6526,925.0007,1027.586
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1879.957,2114.105,2533.807,3258.717,3667.838,4247.119,4422.501,4984.861,6045.023,7274.666,8100.239,7032.614,6759.203,6558.67,6304.857,6469.424,9021.258,11126.73,12176.28,12396.1,15459.49,15971.56,17510.23,15933.07,16835.48,19464.09,19749.87,18088.61,18615.78,18482.61,16948.33,17198.66,18760.21,22968.03,26307.25,27341.71,29089.55,33587.03,37043.63,33480.23,32965.44,35766.56,33170.16,34564.93,35280.75,30485.76,31175.22,33088.67,35749.09,35077.73,34332.64,38436.15,37149.61
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,163.0718,177.8598,212.4533,210.6226,235.7593,282.4946,410.5793,449.9236,516.5577,554.2921,603.2473,739.705,907.4956,1239.692,1160.718,966.353,853.1473,851.4998,807.7708,813.7942,834.3559,810.3263,1141.636,772.7774,686.9048,627.9958,588.2713,659.8877,667.0727,739.8506,716.587,755.0404,858.4711,837.8166,802.6078,820.7902,1010.678,1240.212,1499.861,1784.313,2207.22,1990.427,2297.912,2109.534,2307.314,2337.848,2423.575,1892.961,1735.356,1795.603,1847.174,1906.887,1697.422,1780.261,1857.012
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1179.353,1327.427,1411.702,1522.319,1707.504,1882.087,2010.213,2034.189,1907.077,2178.035,2465.645,2716.19,3177.646,4173.173,5297.608,6255.545,6739.691,7069.106,7628.816,9332.245,11223.94,10926.82,10938.12,10497.48,10833.87,11398.11,14951.05,18571.06,22047.79,23973.24,28364.65,25484.74,22319.06,17608.81,20301.33,26271.6,25783.45,24691.87,26009.27,26186.19,24345.91,24967.79,26997.75,32927.68,37772.18,39054.85,41222.6,48476.39,53772.79,47481.48,46505.3,51148.93,47708.06,49892.22,50327.24,42801.91,43814.03,46412.14,49987.63,48629.86,49169.72,53489.75,50536.62
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,279.5345,282.2152,287.3694,293.2921,307.6196,313.6069,312.2244,328.7816,329.9602,352.4158,416.7254,460.5006,577.9273,764.3879,986.3874,1188.395,1183.996,1200.592,1351.456,1621.494,1865.735,1870.377,1763.838,1619.227,1657.846,1568.701,1737.364,1560.654,1452.188,1530.547,1713.18,1763.287,1947.504,2073.119,2308.707,2486.981,2672.436,2597.929,2031.025,2351.722,2015.857,1964.13,2157.077,2680.27,3124.607,3406.475,3483.597,3793.097,3928.922,3184.689,3469.15,4160.722,4359.793,4586.956,5305.063,5105.19,5368.434,5825.199,6073.395,5968.32,4864.106,4646.538,5316.658
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1333.882,1430.435,1585.735,1758.857,1928.999,2060.3,2209,2363.67,2553.976,2767.615,2870.158,3180.337,3865.925,4984.197,5345.896,6717.439,6899.07,7566.663,9299.747,11213.02,12738.52,11116.86,10501.61,9998.975,9430.07,9778.085,13566.66,16340.73,17727.51,17747.58,21865.56,21675.71,23814.23,22380.33,23496.37,26889.43,26870.29,24226.88,24971.57,24678.39,22416.43,22449.34,24288.27,29627.92,33797.16,34768.18,36470.21,41557.62,45515.96,41737.76,40676.06,43846.47,40870.85,42602.72,43068.55,36652.92,37062.53,38781.05,41557.85,40494.9,39055.28,43658.98,40963.84
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24623.74,24947.12,23370.77,25089.59,27238.02,31691.88,35940.96,36440.32,41762.69,48365.74,51431.97,47410.96,48167.67,51786.49,50157.06,55560.14,60126.13,52726.69,56833.91,59328.23,62576.8,63382.75,61979.8,69010.17,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,1280.772,,,1241.302,1256.934,1312.811,1396.752,1492.855,1654.933,1730.924,1871.169,1860.461,2008.332,1972.602,1859.27,1964.644,1973.664,2088.21,2152.525,2165.487,2195.187,2155.782,2256.011,2298.636,2344.403,2420.749,2598.404,2760.011,2885.441,3023.585,2920.701,2928.449,2891.322,3022.654,3320.355,3623.329,3699.082,3639.413,3571.337,3741.058
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,275.5853,322.7971,347.6845,290.0536,399.5329,413.6252,442.3764,481.0885,513.3593,544.1489,542.2083,626.0316,691.8142,1137.721,2379.664,3252.62,4434.341,4042.63,3355.374,4149.96,5713.207,5023.084,4582.164,4181.092,4273.313,3899.574,3866.277,3626.231,4121.066,4376.761,6055.06,5349.452,5390.537,4109.899,3832.093,4419.79,4948.753,4514.994,3705.818,3758.162,3991.157,3844.561,3976.647,4724.255,5483.145,6570.963,6873.454,8036.92,9732.227,7325.91,8399.597,10273.8,9348.515,9250.081,9255.368,7090.455,6722.198,6975.695,7694.906,7523.862,6680.083,8635.797,8820.347
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1397.595,1472.386,1525.776,1613.457,1748.288,1873.568,1986.747,2058.782,1951.759,2100.668,2347.73,2649.671,3030.505,3426.52,3666.236,4299.354,4138.095,4681.669,5976.886,7805.073,10032.18,9598.509,9145.329,8691.195,8179.122,8651.706,10611.15,13118.02,15988.02,16240.01,19096.24,19900.19,20488.1,18390.22,19708.44,23203.63,24441.92,26779.78,28296.76,28788.97,28289.65,27888.61,30078.61,34480.94,40392.26,42131.83,44537.71,50438.23,47432.88,38820.01,39693.19,42150.7,42485.59,43449.09,47447.59,45071.07,41146.08,40622.69,43306.31,42747.08,40318.42,46585.9,45850.43
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1614.64,1314.671,757.2235,550.0155,519.8576,578.3446,689.0594,807.0323,851.5157,673.5379,749.9085,801.984,853.5262,1010.032,1305.047,1642.784,1996.02,2635.367,3324.754,2822.689,3233.22,4021.754,4421.93,4623.885,4739.278,4014.112,4062.127,4356.929,4722.042,4696.151,4255.743,5023.274,6627.707
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,176.1164,183.2422,189.8749,206.5899,226.6036,262.332,265.1361,212.6545,198.0137,227.3561,249.9498,265.3574,225.5289,311.996,291.8052,275.2349,263.1319,294.6219,328.0841,349.1092,374.6427,345.7345,320.6994,312.4795,330.694,329.9536,410.5391,354.6156,354.2772,348.8977,381.2508,416.7729,395.0411,358.63,319.6066,370.6885,388.5329,377.2399,399.7964,402.4714,253.3802,263.1701,297.0469,357.8478,405.425,477.6008,904.1697,1047.199,1178.956,1044.005,1258.964,1501.059,1536.62,2282.408,1942.922,1711.271,1900.398,1998.723,2180.03,2167.925,2176.576,2410.877,2175.86
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,351.7992,350.7331,398.9001,396.3435,419.6868,455.7405,480.7562,465.3777,465.8552,494.5821,503.5677,482.4422,448.9653,423.4038,359.2867,335.0143,343.9346,392.8798,405.6961,321.3386,452.2762,657.9935,712.0994,670.2613,667.2816,644.5025,707.9677,757.6923,774.569,756.4256,720.4733,843.4643,944.4173,1043.9,1073.659,1189.176,1531.656
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,93.71872,96.25217,82.46015,87.92934,98.90868,102.3827,105.5397,130.198,161.0277,187.9231,177.5469,211.8207,255.3339,297.9374,335.4965,294.4994,281.2162,268.2988,215.0113,263.712,208.8315,238.7955,277.5416,284.1965,304.7077,637.0911,633.6805,646.2682,619.0439,632.7712,663.1689,610.199,619.593,583.4047,544.621,464.6396,379.8624,310.9571,596.6293,618.9598,615.9739,725.0923,857.8582,772.1249,796.6318,705.4775,686.5576,647.3855,561.6496,611.6712,640.6763,632.001,683.3246,722.8754,704.0305,772.1515,840.0102
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,133.0717,132.1109,147.1647,148.1661,158.4014,165.2213,160.3194,153.9955,154.4285,144.2772,133.0834,183.1241,192.7764,187.5042,156.2597,159.8247,142.4591,187.2413,174.3841,222.432,250.5898,258.7401,221.246,224.1574,216.2412,227.32,237.0847,231.0229,174.3625,186.0352,301.4956,312.2536,324.9699,362.9062,394.9958,425.4719,418.9021,480.4386,583.2683,543.5625,542.2841,683.5345,598.5726,616.1599,605.1225,585.957,642.6664,718.2457,781.6444,730.6114,710.2581,795.1186,775.829
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,32.87596,38.30179,44.01033,219.4784,229.2076,234.5121,214.1102,210.8407,209.2771,208.1953,214.2677,272.4483,324.0656,368.195,375.5545,383.1847,,,179.2611,123.6956,140.2879,131.977,140.5632,164.1702,192.3282,225.0551,232.9418,196.8377,240.8327,229.5516,268.6975,261.5119,186.6824,252.9753,399.0281,730.4488,588.6416,948.2296,1527.056,2031.419,2395.845,3146.519,5337.614,9502.859,11140.19,13776.9,19849.72,14398.77,14905.51,18659.42,18756.43,17644.59,16804.92,9788.984,8035.308,8410.398,8719.187,7317.39,6327.599,7506.668,7053.467
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,520.3227,590.7801,617.0578,695.2286,783.7059,899.2812,997.4305,1068.115,1154.439,1324.059,1494.388,1652.326,1899.676,2502.815,2828.749,3153.236,3390.545,3886.374,4694.634,5705.949,5893.662,5380.268,5579.235,5019.879,4852.566,4813.711,5656.505,6564.884,7598.028,7846.678,9600.185,10188.37,11176.46,10401.98,11091.28,12959.32,13749.12,13427.83,13472.14,13249.66,12072.93,12549.04,14177.57,18518.38,21995.48,22560.15,24821.94,28863.97,32127.98,29828.76,26716.65,25483.88,21913,21787.79,21616.71,18083.88,17923.97,18582.09,19756.99,19144.28,17658.95,20192.6,20732.05
